Price,Adj Close,Close,High,Low,Open,Volume
Ticker,TSLA.BA,TSLA.BA,TSLA.BA,TSLA.BA,TSLA.BA,TSLA.BA
Datetime,,,,,,
2024-11-11 14:00:00+00:00,26375.0,26375.0,26700.0,26025.0,26025.0,0
2024-11-11 14:05:00+00:00,26500.0,26500.0,26500.0,26300.0,26300.0,3180
2024-11-11 14:10:00+00:00,26450.0,26450.0,26575.0,26425.0,26500.0,1614
2024-11-11 14:15:00+00:00,26500.0,26500.0,26575.0,26425.0,26575.0,3155
2024-11-11 14:20:00+00:00,26675.0,26675.0,26675.0,26475.0,26500.0,2125
2024-11-11 14:25:00+00:00,26700.0,26700.0,26700.0,26550.0,26600.0,2092
2024-11-11 14:30:00+00:00,26875.0,26875.0,26925.0,26500.0,26650.0,18872
2024-11-11 14:35:00+00:00,26725.0,26725.0,26950.0,26500.0,26800.0,4466
2024-11-11 14:40:00+00:00,26350.0,26350.0,27000.0,26300.0,26725.0,10942
2024-11-11 14:45:00+00:00,26500.0,26500.0,26700.0,26300.0,26400.0,4095
2024-11-11 14:50:00+00:00,26800.0,26800.0,26875.0,26425.0,26500.0,4662
2024-11-11 14:55:00+00:00,26625.0,26625.0,26850.0,26525.0,26750.0,4611
2024-11-11 15:00:00+00:00,26300.0,26300.0,26650.0,26250.0,26625.0,3780
2024-11-11 15:05:00+00:00,26175.0,26175.0,26300.0,26000.0,26275.0,7092
2024-11-11 15:10:00+00:00,26550.0,26550.0,26550.0,26125.0,26125.0,1534
2024-11-11 15:15:00+00:00,26500.0,26500.0,26575.0,26375.0,26575.0,3009
2024-11-11 15:20:00+00:00,26725.0,26725.0,26775.0,26350.0,26400.0,3126
2024-11-11 15:25:00+00:00,26700.0,26700.0,26800.0,26575.0,26775.0,3367
2024-11-11 15:30:00+00:00,26775.0,26775.0,26825.0,26550.0,26700.0,4217
2024-11-11 15:35:00+00:00,26750.0,26750.0,26900.0,26600.0,26775.0,2419
2024-11-11 15:40:00+00:00,26675.0,26675.0,26775.0,26550.0,26700.0,1557
2024-11-11 15:45:00+00:00,26750.0,26750.0,26800.0,26700.0,26725.0,1349
2024-11-11 15:50:00+00:00,26875.0,26875.0,26950.0,26725.0,26800.0,3506
2024-11-11 15:55:00+00:00,26875.0,26875.0,26950.0,26850.0,26875.0,1613
2024-11-11 16:00:00+00:00,26875.0,26875.0,26950.0,26825.0,26925.0,1315
2024-11-11 16:05:00+00:00,27150.0,27150.0,27175.0,26825.0,26875.0,8624
2024-11-11 16:10:00+00:00,27250.0,27250.0,27325.0,27075.0,27200.0,6186
2024-11-11 16:15:00+00:00,27350.0,27350.0,27350.0,27150.0,27200.0,1397
2024-11-11 16:20:00+00:00,27425.0,27425.0,27500.0,27275.0,27375.0,2494
2024-11-11 16:25:00+00:00,27475.0,27475.0,27525.0,27350.0,27500.0,2811
2024-11-11 16:30:00+00:00,27250.0,27250.0,27600.0,27150.0,27475.0,2606
2024-11-11 16:35:00+00:00,27200.0,27200.0,27275.0,27100.0,27275.0,2178
2024-11-11 16:40:00+00:00,27025.0,27025.0,27175.0,26850.0,27175.0,4009
2024-11-11 16:45:00+00:00,26775.0,26775.0,27025.0,26675.0,27025.0,8044
2024-11-11 16:50:00+00:00,26650.0,26650.0,26925.0,26525.0,26800.0,2958
2024-11-11 16:55:00+00:00,26675.0,26675.0,26675.0,26425.0,26650.0,3659
2024-11-11 17:00:00+00:00,26775.0,26775.0,26900.0,26625.0,26675.0,3580
2024-11-11 17:05:00+00:00,26800.0,26800.0,26875.0,26700.0,26800.0,1530
2024-11-11 17:10:00+00:00,26600.0,26600.0,26850.0,26500.0,26850.0,1572
2024-11-11 17:15:00+00:00,26700.0,26700.0,26775.0,26550.0,26600.0,1199
2024-11-11 17:20:00+00:00,26775.0,26775.0,26850.0,26575.0,26700.0,2099
2024-11-11 17:25:00+00:00,26525.0,26525.0,26775.0,26500.0,26775.0,1706
2024-11-11 17:30:00+00:00,26675.0,26675.0,26725.0,26500.0,26525.0,2865
2024-11-11 17:35:00+00:00,26575.0,26575.0,26775.0,26500.0,26725.0,1719
2024-11-11 17:40:00+00:00,26450.0,26450.0,26575.0,26325.0,26550.0,3847
2024-11-11 17:45:00+00:00,26300.0,26300.0,26475.0,26200.0,26450.0,2276
2024-11-11 17:50:00+00:00,26550.0,26550.0,26575.0,26300.0,26300.0,2035
2024-11-11 17:55:00+00:00,26425.0,26425.0,26600.0,26375.0,26600.0,19141
2024-11-11 18:00:00+00:00,26325.0,26325.0,26425.0,26150.0,26400.0,1219
2024-11-11 18:05:00+00:00,26225.0,26225.0,26400.0,26200.0,26400.0,2548
2024-11-11 18:10:00+00:00,26250.0,26250.0,26250.0,26050.0,26250.0,1953
2024-11-11 18:15:00+00:00,26075.0,26075.0,26275.0,26075.0,26225.0,4108
2024-11-11 18:20:00+00:00,26125.0,26125.0,26150.0,25950.0,26075.0,1497
2024-11-11 18:25:00+00:00,26250.0,26250.0,26300.0,26025.0,26025.0,5919
2024-11-11 18:30:00+00:00,26425.0,26425.0,26450.0,26275.0,26300.0,2655
2024-11-11 18:35:00+00:00,26475.0,26475.0,26500.0,26425.0,26450.0,3138
2024-11-11 18:40:00+00:00,26475.0,26475.0,26550.0,26400.0,26500.0,2043
2024-11-11 18:45:00+00:00,26675.0,26675.0,26675.0,26425.0,26425.0,2085
2024-11-11 18:50:00+00:00,26800.0,26800.0,26800.0,26650.0,26650.0,1115
2024-11-11 18:55:00+00:00,26850.0,26850.0,26900.0,26775.0,26800.0,1159
2024-11-11 19:00:00+00:00,26975.0,26975.0,26975.0,26775.0,26900.0,1067
2024-11-11 19:05:00+00:00,27050.0,27050.0,27075.0,26875.0,26900.0,3238
2024-11-11 19:10:00+00:00,26800.0,26800.0,27050.0,26775.0,27050.0,2503
2024-11-11 19:15:00+00:00,26825.0,26825.0,26975.0,26800.0,26850.0,747
2024-11-11 19:20:00+00:00,26850.0,26850.0,26925.0,26775.0,26875.0,1096
2024-11-11 19:25:00+00:00,26725.0,26725.0,26875.0,26700.0,26800.0,2437
2024-11-11 19:30:00+00:00,26850.0,26850.0,26850.0,26625.0,26675.0,1584
2024-11-11 19:35:00+00:00,26800.0,26800.0,26900.0,26675.0,26825.0,1323
2024-11-11 19:40:00+00:00,26625.0,26625.0,26800.0,26625.0,26800.0,1463
2024-11-11 19:45:00+00:00,26600.0,26600.0,26725.0,26550.0,26650.0,1824
2024-11-11 19:50:00+00:00,26550.0,26550.0,26625.0,26475.0,26625.0,1634
2024-11-11 19:55:00+00:00,26550.0,26550.0,26675.0,26475.0,26500.0,838
2024-11-12 14:00:00+00:00,26200.0,26200.0,26925.0,26000.0,26925.0,0
2024-11-12 14:05:00+00:00,26200.0,26200.0,26400.0,26125.0,26400.0,4276
2024-11-12 14:10:00+00:00,26350.0,26350.0,26350.0,26175.0,26200.0,4237
2024-11-12 14:15:00+00:00,26150.0,26150.0,26375.0,26125.0,26250.0,1946
2024-11-12 14:20:00+00:00,26150.0,26150.0,26250.0,26125.0,26150.0,4771
2024-11-12 14:25:00+00:00,26400.0,26400.0,26400.0,26175.0,26200.0,2067
2024-11-12 14:30:00+00:00,26125.0,26125.0,26625.0,25900.0,26400.0,16012
2024-11-12 14:35:00+00:00,26200.0,26200.0,26500.0,26100.0,26125.0,4257
2024-11-12 14:40:00+00:00,26100.0,26100.0,26425.0,26050.0,26300.0,2098
2024-11-12 14:45:00+00:00,26325.0,26325.0,26400.0,26100.0,26200.0,3497
2024-11-12 14:50:00+00:00,26325.0,26325.0,26450.0,26175.0,26375.0,1183
2024-11-12 14:55:00+00:00,26175.0,26175.0,26325.0,26125.0,26275.0,1700
2024-11-12 15:00:00+00:00,26200.0,26200.0,26375.0,26100.0,26150.0,2092
2024-11-12 15:05:00+00:00,26175.0,26175.0,26250.0,26050.0,26125.0,6011
2024-11-12 15:10:00+00:00,26100.0,26100.0,26300.0,26050.0,26200.0,85851
2024-11-12 15:15:00+00:00,25950.0,25950.0,26100.0,25875.0,26100.0,14157
2024-11-12 15:20:00+00:00,26075.0,26075.0,26100.0,25925.0,25950.0,664
2024-11-12 15:25:00+00:00,26200.0,26200.0,26300.0,26025.0,26025.0,2655
2024-11-12 15:30:00+00:00,26275.0,26275.0,26375.0,26075.0,26200.0,1233
2024-11-12 15:35:00+00:00,26500.0,26500.0,26600.0,26275.0,26350.0,1529
2024-11-12 15:40:00+00:00,26325.0,26325.0,26525.0,26325.0,26500.0,1391
2024-11-12 15:45:00+00:00,26450.0,26450.0,26475.0,26325.0,26425.0,1285
2024-11-12 15:50:00+00:00,26375.0,26375.0,26450.0,26375.0,26450.0,619
2024-11-12 15:55:00+00:00,26225.0,26225.0,26450.0,26225.0,26450.0,2626
2024-11-12 16:00:00+00:00,26275.0,26275.0,26300.0,26175.0,26250.0,2062
2024-11-12 16:05:00+00:00,26125.0,26125.0,26300.0,26125.0,26275.0,719
2024-11-12 16:10:00+00:00,26125.0,26125.0,26225.0,26125.0,26125.0,2629
2024-11-12 16:15:00+00:00,26300.0,26300.0,26300.0,26100.0,26175.0,2039
2024-11-12 16:20:00+00:00,26200.0,26200.0,26350.0,26150.0,26275.0,294
2024-11-12 16:25:00+00:00,26225.0,26225.0,26225.0,26125.0,26200.0,385
2024-11-12 16:30:00+00:00,26150.0,26150.0,26250.0,26125.0,26200.0,866
2024-11-12 16:35:00+00:00,26000.0,26000.0,26200.0,26000.0,26150.0,2541
2024-11-12 16:40:00+00:00,26025.0,26025.0,26075.0,26000.0,26000.0,6466
2024-11-12 16:45:00+00:00,25950.0,25950.0,26050.0,25950.0,26000.0,6494
2024-11-12 16:50:00+00:00,26100.0,26100.0,26175.0,25950.0,25950.0,4484
2024-11-12 16:55:00+00:00,26000.0,26000.0,26125.0,25975.0,26125.0,8228
2024-11-12 17:00:00+00:00,26025.0,26025.0,26100.0,25950.0,26000.0,2909
2024-11-12 17:05:00+00:00,25800.0,25800.0,26050.0,25750.0,26050.0,4830
2024-11-12 17:10:00+00:00,25725.0,25725.0,25825.0,25650.0,25775.0,912
2024-11-12 17:15:00+00:00,25700.0,25700.0,25800.0,25675.0,25725.0,13951
2024-11-12 17:20:00+00:00,25575.0,25575.0,25650.0,25500.0,25650.0,1283
2024-11-12 17:25:00+00:00,25675.0,25675.0,25700.0,25575.0,25575.0,1169
2024-11-12 17:30:00+00:00,25775.0,25775.0,25825.0,25650.0,25675.0,1167
2024-11-12 17:35:00+00:00,25725.0,25725.0,25875.0,25725.0,25775.0,768
2024-11-12 17:40:00+00:00,25625.0,25625.0,25825.0,25625.0,25725.0,651
2024-11-12 17:45:00+00:00,25475.0,25475.0,25650.0,25450.0,25600.0,1400
2024-11-12 17:50:00+00:00,25525.0,25525.0,25575.0,25375.0,25500.0,2993
2024-11-12 17:55:00+00:00,25375.0,25375.0,25500.0,25350.0,25450.0,4228
2024-11-12 18:00:00+00:00,25375.0,25375.0,25375.0,25175.0,25350.0,10086
2024-11-12 18:05:00+00:00,25325.0,25325.0,25425.0,25250.0,25350.0,2154
2024-11-12 18:10:00+00:00,25300.0,25300.0,25350.0,25225.0,25325.0,1741
2024-11-12 18:15:00+00:00,25275.0,25275.0,25325.0,25225.0,25275.0,3074
2024-11-12 18:20:00+00:00,25100.0,25100.0,25275.0,25050.0,25250.0,1914
2024-11-12 18:25:00+00:00,25125.0,25125.0,25125.0,24950.0,25050.0,4537
2024-11-12 18:30:00+00:00,25375.0,25375.0,25425.0,25100.0,25100.0,1857
2024-11-12 18:35:00+00:00,25275.0,25275.0,25425.0,25275.0,25425.0,7341
2024-11-12 18:40:00+00:00,25325.0,25325.0,25400.0,25275.0,25300.0,8206
2024-11-12 18:45:00+00:00,25350.0,25350.0,25450.0,25325.0,25350.0,3335
2024-11-12 18:50:00+00:00,25525.0,25525.0,25550.0,25350.0,25350.0,1027
2024-11-12 18:55:00+00:00,25600.0,25600.0,25675.0,25500.0,25525.0,4276
2024-11-12 19:00:00+00:00,25500.0,25500.0,25600.0,25400.0,25600.0,686
2024-11-12 19:05:00+00:00,25450.0,25450.0,25550.0,25400.0,25500.0,1316
2024-11-12 19:10:00+00:00,25275.0,25275.0,25475.0,25275.0,25425.0,1582
2024-11-12 19:15:00+00:00,25400.0,25400.0,25475.0,25250.0,25325.0,2965
2024-11-12 19:20:00+00:00,25550.0,25550.0,25550.0,25400.0,25400.0,928
2024-11-12 19:25:00+00:00,25650.0,25650.0,25725.0,25550.0,25550.0,498
2024-11-12 19:30:00+00:00,25650.0,25650.0,25750.0,25575.0,25600.0,1325
2024-11-12 19:35:00+00:00,25750.0,25750.0,25800.0,25700.0,25725.0,723
2024-11-12 19:40:00+00:00,25775.0,25775.0,25775.0,25625.0,25675.0,1039
2024-11-12 19:45:00+00:00,25700.0,25700.0,25775.0,25650.0,25775.0,841
2024-11-12 19:50:00+00:00,25675.0,25675.0,25700.0,25625.0,25700.0,17926
2024-11-12 19:55:00+00:00,25675.0,25675.0,25700.0,25500.0,25625.0,5138
2024-11-13 14:00:00+00:00,26050.0,26050.0,26300.0,26000.0,26300.0,0
2024-11-13 14:05:00+00:00,26025.0,26025.0,26200.0,26000.0,26125.0,1646
2024-11-13 14:10:00+00:00,26000.0,26000.0,26125.0,26000.0,26050.0,2594
2024-11-13 14:15:00+00:00,26100.0,26100.0,26100.0,26000.0,26075.0,1796
2024-11-13 14:20:00+00:00,26125.0,26125.0,26150.0,26000.0,26100.0,2153
2024-11-13 14:25:00+00:00,25950.0,25950.0,26125.0,25850.0,26025.0,20913
2024-11-13 14:30:00+00:00,26425.0,26425.0,26450.0,25875.0,25975.0,11989
2024-11-13 14:35:00+00:00,26375.0,26375.0,26550.0,26225.0,26425.0,1181
2024-11-13 14:40:00+00:00,26425.0,26425.0,26550.0,26300.0,26425.0,4985
2024-11-13 14:45:00+00:00,26100.0,26100.0,26425.0,26075.0,26425.0,38126
2024-11-13 14:50:00+00:00,26050.0,26050.0,26225.0,26000.0,26100.0,2676
2024-11-13 14:55:00+00:00,25950.0,25950.0,26050.0,25900.0,26025.0,30906
2024-11-13 15:00:00+00:00,25725.0,25725.0,25900.0,25625.0,25900.0,4528
2024-11-13 15:05:00+00:00,25550.0,25550.0,25775.0,25450.0,25700.0,4461
2024-11-13 15:10:00+00:00,25500.0,25500.0,25775.0,25500.0,25525.0,7582
2024-11-13 15:15:00+00:00,25325.0,25325.0,25575.0,25325.0,25475.0,25383
2024-11-13 15:20:00+00:00,25475.0,25475.0,25575.0,25225.0,25375.0,1366
2024-11-13 15:25:00+00:00,25550.0,25550.0,25600.0,25375.0,25550.0,1141
2024-11-13 15:30:00+00:00,25500.0,25500.0,25575.0,25400.0,25500.0,638
2024-11-13 15:35:00+00:00,25175.0,25175.0,25475.0,25150.0,25475.0,585
2024-11-13 15:40:00+00:00,25425.0,25425.0,25425.0,25125.0,25250.0,465
2024-11-13 15:45:00+00:00,25300.0,25300.0,25425.0,25275.0,25375.0,2704
2024-11-13 15:50:00+00:00,25325.0,25325.0,25325.0,25200.0,25250.0,300
2024-11-13 15:55:00+00:00,25125.0,25125.0,25400.0,25075.0,25350.0,1484
2024-11-13 16:00:00+00:00,25050.0,25050.0,25100.0,24925.0,25100.0,0
2024-11-13 16:05:00+00:00,25100.0,25100.0,25100.0,24900.0,24900.0,172886
2024-11-13 16:10:00+00:00,25300.0,25300.0,25400.0,25150.0,25150.0,790
2024-11-13 16:15:00+00:00,25300.0,25300.0,25425.0,25300.0,25350.0,52559
2024-11-13 16:20:00+00:00,25250.0,25250.0,25300.0,25200.0,25300.0,1495
2024-11-13 16:25:00+00:00,25350.0,25350.0,25425.0,25250.0,25250.0,1446
2024-11-13 16:30:00+00:00,25350.0,25350.0,25425.0,25275.0,25375.0,299
2024-11-13 16:35:00+00:00,25300.0,25300.0,25425.0,25300.0,25425.0,763
2024-11-13 16:40:00+00:00,25225.0,25225.0,25350.0,25200.0,25300.0,949
2024-11-13 16:45:00+00:00,25350.0,25350.0,25400.0,25250.0,25250.0,179
2024-11-13 16:50:00+00:00,25400.0,25400.0,25400.0,25350.0,25400.0,119
2024-11-13 16:55:00+00:00,25625.0,25625.0,25625.0,25325.0,25400.0,582
2024-11-13 17:00:00+00:00,25600.0,25600.0,25700.0,25525.0,25600.0,150
2024-11-13 17:05:00+00:00,25650.0,25650.0,25750.0,25550.0,25575.0,1888
2024-11-13 17:10:00+00:00,25750.0,25750.0,25750.0,25675.0,25700.0,864
2024-11-13 17:15:00+00:00,25650.0,25650.0,25775.0,25650.0,25750.0,1121
2024-11-13 17:20:00+00:00,25675.0,25675.0,25725.0,25575.0,25725.0,133
2024-11-13 17:25:00+00:00,25625.0,25625.0,25675.0,25575.0,25650.0,308
2024-11-13 17:30:00+00:00,25500.0,25500.0,25600.0,25425.0,25575.0,611
2024-11-13 17:35:00+00:00,25450.0,25450.0,25500.0,25375.0,25500.0,554
2024-11-13 17:40:00+00:00,25325.0,25325.0,25475.0,25275.0,25475.0,1275
2024-11-13 17:45:00+00:00,25400.0,25400.0,25450.0,25275.0,25350.0,214
2024-11-13 17:50:00+00:00,25450.0,25450.0,25525.0,25350.0,25400.0,714
2024-11-13 17:55:00+00:00,25425.0,25425.0,25550.0,25425.0,25450.0,4237
2024-11-13 18:00:00+00:00,25500.0,25500.0,25525.0,25400.0,25425.0,812
2024-11-13 18:05:00+00:00,25525.0,25525.0,25525.0,25425.0,25450.0,521
2024-11-13 18:10:00+00:00,25425.0,25425.0,25500.0,25400.0,25450.0,422
2024-11-13 18:15:00+00:00,25425.0,25425.0,25450.0,25350.0,25425.0,225
2024-11-13 18:20:00+00:00,25350.0,25350.0,25450.0,25350.0,25375.0,160
2024-11-13 18:25:00+00:00,25500.0,25500.0,25525.0,25375.0,25375.0,448
2024-11-13 18:30:00+00:00,25475.0,25475.0,25550.0,25425.0,25475.0,342
2024-11-13 18:35:00+00:00,25350.0,25350.0,25500.0,25350.0,25500.0,1154
2024-11-13 18:40:00+00:00,25325.0,25325.0,25400.0,25275.0,25400.0,729
2024-11-13 18:45:00+00:00,25525.0,25525.0,25525.0,25300.0,25325.0,1134
2024-11-13 18:50:00+00:00,25400.0,25400.0,25525.0,25400.0,25450.0,141
2024-11-13 18:55:00+00:00,25475.0,25475.0,25525.0,25375.0,25425.0,309
2024-11-13 19:00:00+00:00,25450.0,25450.0,25475.0,25400.0,25450.0,627
2024-11-13 19:05:00+00:00,25425.0,25425.0,25425.0,25350.0,25400.0,744
2024-11-13 19:10:00+00:00,25350.0,25350.0,25425.0,25350.0,25425.0,1914
2024-11-13 19:15:00+00:00,25300.0,25300.0,25400.0,25250.0,25350.0,1032
2024-11-13 19:20:00+00:00,25300.0,25300.0,25375.0,25225.0,25275.0,4217
2024-11-13 19:25:00+00:00,25250.0,25250.0,25350.0,25175.0,25350.0,309
2024-11-13 19:30:00+00:00,25150.0,25150.0,25225.0,25150.0,25175.0,284
